Model,Readout Train Data,Readout Test Data,Train Accuracy,Test Accuracy,Readout Type,Predicted Prob,Predicted Outcome,Actual Outcome,Stimulus Name,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed
CSWM,linking,linking,0.6873126873126874,0.6213592233009708,C,[0.94665322 0.05334678],0,0,pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,linking,linking,0.6873126873126874,0.6213592233009708,C,[0.51070056 0.48929944],0,0,pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,linking,linking,0.6873126873126874,0.6213592233009708,C,[0.95422393 0.04577607],0,0,pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,linking,linking,0.6873126873126874,0.6213592233009708,C,[0.76439629 0.23560371],0,0,pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,linking,linking,0.6873126873126874,0.6213592233009708,C,[0.59933948 0.40066052],0,1,pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,linking,linking,0.6873126873126874,0.6213592233009708,C,[0.16373273 0.83626727],1,1,pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0023,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,linking,linking,0.6873126873126874,0.6213592233009708,C,[0.38448695 0.61551305],1,0,pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom-redyellow_0024,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.95554694 0.04445306],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.94209604 0.05790396],0,1,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.62295984 0.37704016],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.52982961 0.47017039],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.93130545 0.06869455],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.21772158 0.78227842],1,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.87776709 0.12223291],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.9360717 0.0639283],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.74967921 0.25032079],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.93352981 0.06647019],0,1,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.63626686 0.36373314],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.65463292 0.34536708],0,1,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.68660107 0.31339893],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.92521905 0.07478095],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.366652 0.633348],1,1,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.17147879 0.82852121],1,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.89958844 0.10041156],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.48973275 0.51026725],1,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.44010872 0.55989128],1,1,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.4924866 0.5075134],1,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.06644853 0.93355147],1,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.73730786 0.26269214],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.18121541 0.81878459],1,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.36785321 0.63214679],1,1,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0023,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.06559701 0.93440299],1,1,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0024,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.58128952 0.41871048],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0025,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.83677995 0.16322005],0,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0026,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.45259017 0.54740983],1,0,pilot_dominoes_0mid_d3chairs_o1plants_tdwroom-redyellow_0027,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.19664823 0.80335177],1,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.22585497 0.77414503],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.65042386 0.34957614],0,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.21773387 0.78226613],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.10904649 0.89095351],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.62166121 0.37833879],0,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.16251366 0.83748634],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.83285545 0.16714455],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.8600073 0.1399927],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.69241257 0.30758743],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.99744724 0.00255276],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.15694913 0.84305087],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.15888767 0.84111233],1,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.03183943 0.96816057],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.94800725 0.05199275],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.24554344 0.75445656],1,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.61379519 0.38620481],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.56834207 0.43165793],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.18934449 0.81065551],1,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.13724129 0.86275871],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.94295804 0.05704196],0,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.67968126 0.32031874],0,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.76374789 0.23625211],0,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.49137719 0.50862281],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0023,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.1937679 0.8062321],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0024,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.01273001 0.98726999],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0025,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.82597517 0.17402483],0,0,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0026,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.03648757 0.96351243],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0027,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.13621382 0.86378618],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0028,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.01937777 0.98062223],1,1,pilot_dominoes_1mid_J025R45_boxroom-redyellow_0029,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.40163078 0.59836922],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.64319241 0.35680759],0,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.71318637 0.28681363],0,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.78742802 0.21257198],0,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.37081994 0.62918006],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.93623129 0.06376871],0,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.75870088 0.24129912],0,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.42103171 0.57896829],1,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.37723373 0.62276627],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.75190155 0.24809845],0,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.93844497 0.06155503],0,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.06302895 0.93697105],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.44945883 0.55054117],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.32722263 0.67277737],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.34392703 0.65607297],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.30600903 0.69399097],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.57958073 0.42041927],0,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.10037189 0.89962811],1,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.34345915 0.65654085],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.44353601 0.55646399],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.82134595 0.17865405],0,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.44321386 0.55678614],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.37223874 0.62776126],1,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.70006769 0.29993231],0,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0023,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.70415222 0.29584778],0,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0024,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.88894736 0.11105264],0,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0025,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.41996487 0.58003513],1,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0026,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.57924062 0.42075938],0,1,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0027,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.35950633 0.64049367],1,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0028,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.22002171 0.77997829],1,0,pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0029,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.59541019 0.40458981],0,1,pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.39818492 0.60181508],1,1,pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.66582435 0.33417565],0,0,pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.46193421 0.53806579],1,1,pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.59247932 0.40752068],0,0,pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
CSWM,dominoes,dominoes,0.7429718875502008,0.5655172413793104,A,[0.82609056 0.17390944],0,0,pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,dominoes,0,Contrastive,dominoes,0
