scenario,ratio,diff,human_correct,model_correct,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
dominoes,1.0908087741884176,0.06304002760524507,0.6942063492063492,0.7572463768115942,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,0.0,L2 on 2D position,dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_dominoes_L2 on 2D position_0_dominoes_readout_A_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8872607254164161,-0.07826432022084195,0.6942063492063492,0.6159420289855072,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,0.0,L2 on 2D position,dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_dominoes_L2 on 2D position_0_dominoes_readout_B_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8872607254164161,-0.07826432022084195,0.6942063492063492,0.6159420289855072,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,0.0,L2 on 2D position,dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_dominoes_L2 on 2D position_0_dominoes_readout_C_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8872607254164161,-0.07826432022084195,0.6942063492063492,0.6159420289855072,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,0.0,L2 on 2D position,dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_dominoes_L2 on 2D position_0_dominoes_readout_D_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
dominoes,1.0229594245977505,0.01593857832988277,0.6942063492063492,0.7101449275362319,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,0.0,L2 on 2D position,no_dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_no_dominoes_L2 on 2D position_0_no_dominoes_readout_A_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.902918267629647,-0.0673947550034506,0.6942063492063492,0.6268115942028986,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,0.0,L2 on 2D position,no_dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_no_dominoes_L2 on 2D position_0_no_dominoes_readout_B_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8455072795144672,-0.10724982746721867,0.6942063492063492,0.5869565217391305,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,0.0,L2 on 2D position,no_dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_no_dominoes_L2 on 2D position_0_no_dominoes_readout_C_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8455072795144672,-0.10724982746721867,0.6942063492063492,0.5869565217391305,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,0.0,L2 on 2D position,no_dominoes,0,RPIN_R-CNN_0.0_L2 on 2D position_no_dominoes_L2 on 2D position_0_no_dominoes_readout_D_dominoes_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.986425159433545,-0.009423740510696943,0.6942063492063492,0.6847826086956522,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_A_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
dominoes,0.902918267629647,-0.0673947550034506,0.6942063492063492,0.6268115942028986,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_B_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
dominoes,0.8559456409899543,-0.10000345065562455,0.6942063492063492,0.5942028985507246,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_C_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
dominoes,0.8559456409899543,-0.10000345065562455,0.6942063492063492,0.5942028985507246,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_D_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
dominoes,0.9916443401712886,-0.0058005521048999364,0.6942063492063492,0.6884057971014492,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,1.0,L2 on 2D position,dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_dominoes_L2 on 2D position_1_dominoes_readout_A_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8924799061541597,-0.07464113181504484,0.6942063492063492,0.6195652173913043,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,1.0,L2 on 2D position,dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_dominoes_L2 on 2D position_1_dominoes_readout_B_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8455072795144672,-0.10724982746721867,0.6942063492063492,0.5869565217391305,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,1.0,L2 on 2D position,dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_dominoes_L2 on 2D position_1_dominoes_readout_C_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8455072795144672,-0.10724982746721867,0.6942063492063492,0.5869565217391305,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,1.0,L2 on 2D position,dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_dominoes_L2 on 2D position_1_dominoes_readout_D_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.9707676172203141,-0.020293305728088296,0.6942063492063492,0.6739130434782609,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,1.0,L2 on 2D position,no_dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_no_dominoes_L2 on 2D position_1_no_dominoes_readout_A_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8350689180389799,-0.11449620427881291,0.6942063492063492,0.5797101449275363,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,1.0,L2 on 2D position,no_dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_no_dominoes_L2 on 2D position_1_no_dominoes_readout_B_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8716031832031853,-0.0891338854382332,0.6942063492063492,0.605072463768116,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,1.0,L2 on 2D position,no_dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_no_dominoes_L2 on 2D position_1_no_dominoes_readout_C_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8716031832031853,-0.0891338854382332,0.6942063492063492,0.605072463768116,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,1.0,L2 on 2D position,no_dominoes,1,RPIN_R-CNN_1.0_L2 on 2D position_no_dominoes_L2 on 2D position_1_no_dominoes_readout_D_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.9498908942693397,-0.034786059351276655,0.6942063492063492,0.6594202898550725,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_A_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
dominoes,0.8402880987767235,-0.11087301587301579,0.6942063492063492,0.5833333333333334,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_B_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
dominoes,0.8976990868919034,-0.07101794340924772,0.6942063492063492,0.6231884057971014,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_C_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
dominoes,0.8976990868919034,-0.07101794340924772,0.6942063492063492,0.6231884057971014,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_D_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
dominoes,1.1169046778771357,0.08115596963423055,0.6942063492063492,0.7753623188405797,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,2.0,L2 on 2D position,dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_dominoes_L2 on 2D position_2_dominoes_readout_A_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8820415446786726,-0.08188750862663896,0.6942063492063492,0.6123188405797102,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,2.0,L2 on 2D position,dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_dominoes_L2 on 2D position_2_dominoes_readout_B_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.9446717135315961,-0.03840924775707377,0.6942063492063492,0.6557971014492754,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,2.0,L2 on 2D position,dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_dominoes_L2 on 2D position_2_dominoes_readout_C_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.9446717135315961,-0.03840924775707377,0.6942063492063492,0.6557971014492754,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,dominoes,2.0,L2 on 2D position,dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_dominoes_L2 on 2D position_2_dominoes_readout_D_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
dominoes,0.8872607254164161,-0.07826432022084195,0.6942063492063492,0.6159420289855072,RPIN,dominoes,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,2.0,L2 on 2D position,no_dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_no_dominoes_L2 on 2D position_2_no_dominoes_readout_A_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8507264602522107,-0.10362663906142167,0.6942063492063492,0.5905797101449275,RPIN,dominoes,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,2.0,L2 on 2D position,no_dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_no_dominoes_L2 on 2D position_2_no_dominoes_readout_B_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8872607254164161,-0.07826432022084195,0.6942063492063492,0.6159420289855072,RPIN,dominoes,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,2.0,L2 on 2D position,no_dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_no_dominoes_L2 on 2D position_2_no_dominoes_readout_C_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.8872607254164161,-0.07826432022084195,0.6942063492063492,0.6159420289855072,RPIN,dominoes,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_dominoes,2.0,L2 on 2D position,no_dominoes,2,RPIN_R-CNN_2.0_L2 on 2D position_no_dominoes_L2 on 2D position_2_no_dominoes_readout_D_dominoes_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
dominoes,0.6989062916809573,-0.209021164021164,0.6942063492063492,0.48518518518518516,SVG,dominoes,A,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.7469227544681987,-0.17568783068783067,0.6942063492063492,0.5185185185185185,SVG,dominoes,B,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.704241454212873,-0.2053174603174603,0.6942063492063492,0.4888888888888889,SVG,dominoes,C,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.704241454212873,-0.2053174603174603,0.6942063492063492,0.4888888888888889,SVG,dominoes,D,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,1.0456918562554782,0.031719576719576814,0.6942063492063492,0.725925925925926,SVG,dominoes,A,VGG,LSTM,,,,VAE,dominoes,0.0,VAE,dominoes,0,SVG_VGG_0.0_VAE_dominoes_VAE_0_dominoes_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7522579170001145,-0.1719841269841269,0.6942063492063492,0.5222222222222223,SVG,dominoes,B,VGG,LSTM,,,,VAE,dominoes,0.0,VAE,dominoes,0,SVG_VGG_0.0_VAE_dominoes_VAE_0_dominoes_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7095766167447887,-0.20161375661375658,0.6942063492063492,0.4925925925925926,SVG,dominoes,C,VGG,LSTM,,,,VAE,dominoes,0.0,VAE,dominoes,0,SVG_VGG_0.0_VAE_dominoes_VAE_0_dominoes_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7095766167447887,-0.20161375661375658,0.6942063492063492,0.4925925925925926,SVG,dominoes,D,VGG,LSTM,,,,VAE,dominoes,0.0,VAE,dominoes,0,SVG_VGG_0.0_VAE_dominoes_VAE_0_dominoes_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.8482908425745971,-0.10531746031746025,0.6942063492063492,0.5888888888888889,SVG,dominoes,A,VGG,LSTM,,,,VAE,no_dominoes,0.0,VAE,no_dominoes,0,SVG_VGG_0.0_VAE_no_dominoes_VAE_0_no_dominoes_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.741587591936283,-0.17939153439153432,0.6942063492063492,0.5148148148148148,SVG,dominoes,B,VGG,LSTM,,,,VAE,no_dominoes,0.0,VAE,no_dominoes,0,SVG_VGG_0.0_VAE_no_dominoes_VAE_0_no_dominoes_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.7095766167447887,-0.20161375661375658,0.6942063492063492,0.4925925925925926,SVG,dominoes,C,VGG,LSTM,,,,VAE,no_dominoes,0.0,VAE,no_dominoes,0,SVG_VGG_0.0_VAE_no_dominoes_VAE_0_no_dominoes_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.7095766167447887,-0.20161375661375658,0.6942063492063492,0.4925925925925926,SVG,dominoes,D,VGG,LSTM,,,,VAE,no_dominoes,0.0,VAE,no_dominoes,0,SVG_VGG_0.0_VAE_no_dominoes_VAE_0_no_dominoes_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.9283182805533327,-0.049761904761904674,0.6942063492063492,0.6444444444444445,SVG,dominoes,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.9123127929575855,-0.06087301587301586,0.6942063492063492,0.6333333333333333,SVG,dominoes,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.7202469418086201,-0.19420634920634916,0.6942063492063492,0.5,SVG,dominoes,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.9283182805533327,-0.049761904761904674,0.6942063492063492,0.6444444444444445,SVG,dominoes,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.6829008040852103,-0.22013227513227507,0.6942063492063492,0.4740740740740741,SVG,dominoes,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.7682634045958615,-0.16087301587301583,0.6942063492063492,0.5333333333333333,SVG,dominoes,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.6829008040852103,-0.22013227513227507,0.6942063492063492,0.4740740740740741,SVG,dominoes,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.7682634045958615,-0.16087301587301583,0.6942063492063492,0.5333333333333333,SVG,dominoes,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,1.1257192942342136,0.08727513227513228,0.6942063492063492,0.7814814814814814,SVG,dominoes,A,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_A_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,1.1684005944895393,0.11690476190476196,0.6942063492063492,0.8111111111111111,SVG,dominoes,A,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7095766167447887,-0.20161375661375658,0.6942063492063492,0.4925925925925926,SVG,dominoes,B,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_B_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.6402195038298846,-0.24976190476190474,0.6942063492063492,0.4444444444444444,SVG,dominoes,B,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7362524294043672,-0.1830952380952381,0.6942063492063492,0.5111111111111111,SVG,dominoes,C,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_C_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7682634045958615,-0.16087301587301583,0.6942063492063492,0.5333333333333333,SVG,dominoes,C,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7362524294043672,-0.1830952380952381,0.6942063492063492,0.5111111111111111,SVG,dominoes,D,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_D_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7682634045958615,-0.16087301587301583,0.6942063492063492,0.5333333333333333,SVG,dominoes,D,VGG,LSTM,,,,VAE,dominoes,1.0,VAE,dominoes,1,SVG_VGG_1.0_VAE_dominoes_VAE_1_dominoes_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.8963073053618384,-0.07198412698412693,0.6942063492063492,0.6222222222222222,SVG,dominoes,A,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_A_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.9123127929575855,-0.06087301587301586,0.6942063492063492,0.6333333333333333,SVG,dominoes,A,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.6775656415532946,-0.22383597883597878,0.6942063492063492,0.4703703703703704,SVG,dominoes,B,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_B_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
